clusters,average_submitted_chrg_amt_mean,average_submitted_chrg_amt_median,average_submitted_chrg_amt_count,line_srvc_cnt_mean,line_srvc_cnt_median,line_srvc_cnt_count,coverage_rate_mean,coverage_rate_median,coverage_rate_count,total_spending_mean,total_spending_median,total_spending_count,Latitude_mean,Latitude_median,Latitude_count,Longitude_mean,Longitude_median,Longitude_count
129,550.137884815897,458.25,165,69.26666666666667,45.0,165,0.7395318003547366,0.7458846403110824,165,45751.268484822765,13577.33999991,165,44.211560642424196,44.272796,165,-121.20797236363617,-121.19173,165
130,821.6172477612608,696.25,463,105.15334773218143,74.0,463,0.7567114246296024,0.7615954170711758,463,90783.37017273203,37966.0,463,36.60546054643631,36.561341,463,-82.34681734773214,-82.3802,463
131,681.7218390570972,546.74074074,321,109.17133956386293,79.0,321,0.7991159854747188,0.7838405036726128,321,76754.89205608414,35131.000000320004,321,35.17469159190039,35.262547999999995,321,-120.56075133956325,-120.65196,321
132,564.3286967951893,435.0,523,118.0057361376673,92.0,523,0.7667137828914329,0.7700519771766782,523,65574.84663483227,31920.0,523,38.17519108795432,38.040101,523,-78.61078432313552,-78.485066,523
133,582.0765508071548,492.807017545,1536,93.34440104166667,59.0,1536,0.7527514099031339,0.757616843080869,1536,54231.49870441941,23633.00000001,1536,47.792132138020634,47.618371,1536,-122.31817399349012,-122.32855,1536
134,588.0575516943421,443.8346856,380,93.82105263157895,63.5,380,0.7421130445239127,0.7527403819019822,380,54582.65842117358,26756.99999967,380,37.42836094473684,37.632999,380,-89.11825597368433,-89.19246,380
135,725.8030059187954,701.8260869549999,44,123.93181818181819,110.0,44,0.7476465941346624,0.7572421831061831,44,83184.75000036052,28689.500000102,44,64.83507000000004,64.83507,44,-147.72044999999986,-147.72045,44
136,850.8452016845631,746.49056604,307,107.15960912052117,76.0,307,0.7503579000031337,0.7586680480873672,307,103337.94224760181,30240.0,307,30.501437058631893,30.242533,307,-92.18527104560256,-92.086077,307
137,568.3615317284498,390.94350212999996,546,95.86446886446886,68.0,546,0.7473534026302064,0.7574034526886828,546,58421.555824145034,21049.499999967502,546,36.37428787728956,36.392122,546,-94.4132502197805,-94.41371,546
138,487.5628757877458,389.97435897,1533,89.38812785388127,57.0,1533,0.7502142681950639,0.7602562609176471,1533,45454.11285714985,21384.0,1533,42.52932183822615,42.364807,1533,-71.76194558708396,-71.86108,1533
139,498.7784775318143,390.54848485,566,111.39575971731449,70.0,566,0.7547276874850818,0.7667666033598413,566,53933.021378163576,25232.619999825,566,37.22281670494678,37.236753,566,-79.7327204946996,-79.93549,566
140,519.4691768390096,401.05228758,312,91.01282051282051,58.5,312,0.7819677537440884,0.7834758403580693,312,51984.76429488161,18763.0,312,40.50400396794876,40.56816,312,-122.8901498397436,-122.41519,312
141,680.3348374350928,603.751962325,442,100.57692307692308,65.5,442,0.7535838844327892,0.7644817355011622,442,65727.70875565769,31655.000000065,442,32.072285210407145,32.043058,442,-81.17645052036217,-81.09116,442
142,597.6550607105254,404.0,257,84.40856031128405,59.0,257,0.7529692371916812,0.7664500437236348,257,63191.444746914975,19584.00000007,257,32.58068852529183,32.519393,257,-92.06337924513616,-92.08881,257
143,775.6625056420526,684.69014085,2299,87.72596781209221,59.0,2299,0.7611481096075863,0.770294825431209,2299,72196.68234884563,34220.0,2299,40.76145160678598,40.788733,2299,-74.33448680513413,-74.29969200000001,2299
144,728.5603619725747,628.58823529,449,101.96213808463251,63.0,449,0.7488050777807421,0.7577272943763395,449,72658.88930958183,27588.00000005,449,32.28499558129182,32.459435,449,-85.5728696926506,-85.4045,449
145,1067.2936234900517,1044.1818182,253,103.28853754940711,68.0,253,0.7512763941544559,0.7588534347621089,253,108156.6970357648,45012.0000004,253,26.345778339921015,26.234416999999997,253,-98.14937270355725,-98.18011,253
146,605.775296302846,498.47058824,351,100.72934472934473,69.0,351,0.7490155576852657,0.7605128448951648,351,65951.5014245392,34038.0,351,39.09179554131049,38.937608000000004,351,-92.10579985755018,-92.29003,351
147,784.0376679176146,692.3018018,886,80.97404063205417,50.0,886,0.7649894036993041,0.7703303665986505,886,72942.42548536531,28938.0,886,42.283319256207406,42.291637,886,-83.82504330925423,-83.71831,886
148,608.1369473828955,395.0,460,97.74782608695652,62.5,460,0.7492753339257144,0.7588269767019786,460,62003.14334775345,29041.999999575,460,42.06421371739135,42.182748,460,-80.00067394565191,-80.064915,460
149,822.1982002921172,780.0,525,101.57904761904761,64.0,525,0.7559334193987052,0.7648617571745152,525,85087.68278093294,39368.0,525,27.75554092571426,27.78783,525,-80.5307621904757,-80.61119000000001,525
150,419.4356517249374,295.225,80,91.8375,64.0,80,0.7325657392743229,0.7383069239454378,80,36144.008749882065,20988.920000000002,80,37.295625725000015,37.075039000000004,80,-113.4763151250002,-113.55568000000001,80
151,644.4939297894033,482.48780488,325,90.85846153846154,55.0,325,0.756546057670263,0.7687200659810409,325,62992.980677033156,26397.0,325,31.828804178461628,31.701492,325,-89.02499150153889,-89.1393,325
152,612.0726169940885,581.0,1480,94.32702702702703,60.0,1480,0.7622357272624325,0.7715386259525852,1480,59857.71482430049,31046.04,1480,41.784873645945716,41.8208,1480,-71.26658294459475,-71.41306,1480
153,581.5948050406979,498.75,459,100.33333333333333,58.0,459,0.7472124346591327,0.7578693766700251,459,53849.26760347159,23774.0,459,40.57000238997822,40.606962,459,-105.05173283224444,-105.05106,459
154,723.8025902388966,665.94642857,493,97.58620689655173,62.0,493,0.7447827307282724,0.7472634829906573,493,69129.07943189087,28854.0,493,39.40522908519262,39.499862,493,-119.80399626571909,-119.77497,493
155,611.0292928594515,528.17006803,403,93.8287841191067,65.0,403,0.7445173993298992,0.7529758702311464,403,61433.07856081188,34037.0000008,403,41.58872489578171,41.662116,403,-91.5583047394539,-91.54143,403
156,494.17795087219645,437.639330065,1312,89.37576219512195,54.5,1312,0.7891453737634703,0.7804468753815761,1312,44784.80007621703,20072.0,1312,37.256590784297856,37.34964,1312,-121.97867214176668,-121.9679,1312
157,592.3954267168394,452.0,1523,100.77938279711097,68.0,1523,0.7550018194044087,0.7616363181733286,1523,65593.2908732682,26523.0,1523,39.76954925213426,39.782841999999995,1523,-86.12267331976406,-86.15673000000001,1523
158,530.4801756719912,407.0,227,86.1453744493392,59.0,227,0.7485065904060016,0.7579238268207413,227,49054.32193835152,18980.00000003,227,35.14426018061686,35.279872,227,-111.81581938326,-111.72256000000002,227
159,593.4265224839089,440.5,648,108.69907407407408,73.0,648,0.7452808250802103,0.7549635679641851,648,65408.77228396576,24195.0,648,39.683654912037035,39.645276,648,-80.1948089320989,-79.96266899999999,648
160,618.3907799059543,540.0,286,81.58741258741259,60.5,286,0.7490276416795356,0.7569286418307062,286,53210.20923075119,30693.0,286,44.319297356643496,44.033867,286,-91.39947695804172,-91.50520999999999,286
161,630.0292675854661,541.142857145,558,79.02867383512545,49.5,558,0.75507653414395,0.760257806554129,558,52812.88388885675,23587.000000115,558,35.03697876523304,35.044339,558,-106.68510217921242,-106.672872,558
162,640.9639830889575,558.0,468,113.81837606837607,79.0,468,0.76458060053178,0.7684849860753818,468,74031.1369444544,38368.084999955,468,39.10174780769237,39.297990000000006,468,-75.04175777777789,-75.01886999999999,468
163,558.1852219911611,464.64482758500003,554,113.50541516245487,76.0,554,0.7563361694145919,0.7676277616954185,554,65669.96277974028,28795.0,554,35.53741097472909,35.626653000000005,554,-77.36110913357359,-77.37895999999999,554
164,579.0098949671394,536.1320254249999,86,106.74418604651163,64.0,86,0.7301244221085988,0.7425681615499,86,68430.1813953123,30977.999999549997,86,43.827287348837245,44.356533,86,-106.04933104651163,-106.29798999999998,86
165,603.7907504699998,502.625,70,99.95714285714286,84.5,70,0.7341080604942236,0.7466696129024053,70,57232.14428578286,33000.000000135,70,41.293436571428536,40.514262,70,-109.34818714285709,-109.54223,70
166,470.07114486168405,322.0,269,118.61338289962825,92.0,269,0.7349258016675229,0.7397798236064624,269,51062.59159851939,27406.0,269,46.76664830483283,46.595248,269,-120.53248535315954,-120.53102,269
167,529.6795065672537,459.0,429,88.8974358974359,55.0,429,0.7730049513785847,0.7767077056690312,429,48973.59104894802,16943.99999973,429,34.328629081585255,34.268736,429,-119.3964611305366,-119.2249,429
168,824.2263394791211,746.053373015,678,97.58407079646018,67.5,678,0.7578587482552037,0.7664388415987937,678,87666.90912969691,35143.8,678,29.563507302359767,29.681312,678,-82.3479039321531,-82.353862,678
169,498.2996062778827,347.0,425,93.39058823529412,65.0,425,0.7438913937594054,0.752631263006243,425,49099.87512942715,21167.999999519998,425,40.577259044705684,40.526319,425,-78.61817265882381,-78.74648,425
170,661.5686477268591,551.75531915,326,94.9601226993865,64.0,326,0.7488603042208182,0.7564576511679375,326,65905.25230055752,37155.00000004,326,39.77605585276066,39.8890785,326,-88.0688017484665,-88.21246,326
171,636.3460327612007,556.1785714299999,1118,102.15742397137745,66.0,1118,0.7584609699955849,0.7671943479037373,1118,69661.92923075665,28384.49999998,1118,41.546316545617394,41.646398,1118,-83.5881865491959,-83.6064,1118
172,617.7846970231923,509.54469274,807,88.82899628252788,57.0,807,0.7478432280966106,0.7549129009199089,807,59678.404845117424,26007.0,807,37.49715659479522,37.539694,807,-77.4760515130111,-77.42815,807
173,578.7545603873328,501.69230769,1867,88.0990894483128,54.0,1867,0.781707627220155,0.778764249423035,1867,51533.53299948691,18738.0,1867,33.83553609105467,33.787265999999995,1867,-117.86154824584959,-117.87494,1867
174,848.3087342080742,799.816199095,2306,92.83130962705984,58.0,2306,0.7484701429142016,0.7571308819722592,2306,77994.62091930816,31608.9999999,2306,32.90435520034672,32.842726,2306,-96.781546465308,-96.777626,2306
175,780.1552271046328,682.933982685,188,96.76063829787235,63.5,188,0.7488598009100881,0.7636691828715323,188,81432.69749978559,35338.49999992,188,34.468765819148935,34.613973,188,-98.57004882978725,-98.46808,188
176,654.0774739520638,512.0,47,114.0,83.0,47,0.8181720483349947,0.8600149511574567,47,82005.78723398731,43332.000000320004,47,43.37687721276594,43.357357,47,-123.86810276595749,-124.21086000000001,47
177,372.7089050142727,285.0,99,100.01010101010101,76.0,99,0.7330568182940709,0.7325982164237763,99,37635.154949569296,23319.999999900003,99,40.970220212121255,40.916866,99,-99.50415353535341,-99.11839,99
178,677.6106350641658,617.54166667,331,105.38066465256797,75.0,331,0.7478156966285889,0.7561031236930573,331,76388.72495467716,30947.999999940002,331,35.641706027190324,35.60758,331,-88.60372335347408,-88.80653000000001,331
179,649.6334507090146,463.95505618,137,114.76642335766424,73.0,137,0.7500881148114475,0.7595875966556923,137,74907.5309487395,29000.0000004,137,43.18168296350356,43.465998,137,-111.84652686131379,-112.01425,137
180,602.1101616935624,535.36363636,699,95.54935622317596,67.0,699,0.7435942849193518,0.7530130782309084,699,57257.304721057844,27457.00000036,699,38.590615025750665,38.851493,699,-104.73218665236097,-104.77856,699
181,699.0549802008833,588.0,625,97.6,62.0,625,0.7462925246610583,0.7504269486577758,625,68698.87324803747,39417.0,625,41.23534785920001,41.013364,625,-76.5179368736004,-76.604896,625
182,679.101471719819,510.0,149,88.16107382550335,53.0,149,0.7493672788595965,0.7581922324205914,149,65146.39919469148,24546.000000900003,149,31.93540508724825,31.854454999999998,149,-102.49752234899329,-102.35906,149
183,696.176000746133,667.0,1641,88.65326020719074,56.0,1641,0.7521361955164492,0.7622774708445147,1641,63435.25634980584,25500.0,1641,41.4761305575868,41.454439,1641,-81.72262676234095,-81.70342,1641
184,934.5253759710351,888.0,567,91.32980599647266,57.0,567,0.7513614289728967,0.7603614406867383,567,92967.10765403631,41632.8,567,35.87476992768963,35.923517,567,-83.8498830511465,-83.89041999999999,567
185,489.7129521702967,421.0,330,83.2090909090909,52.0,330,0.8045574219345455,0.7840172455731688,330,42682.045575754986,16987.0,330,33.519228890909176,33.762944,330,-116.03292480909111,-116.42249,330
186,651.0309142148815,520.0,1903,92.52023121387283,59.0,1903,0.7632886624437906,0.7746403368907979,1903,66395.70852341846,28320.0,1903,41.123886797687824,41.209496,1903,-73.00704523226395,-72.93673000000001,1903
187,664.7252061010415,635.6097561,242,91.50826446280992,62.0,242,0.7534823783156348,0.760941668417344,242,64008.065041473,27903.99999996,242,44.3110794710743,44.061057,242,-123.15744772727318,-123.08275,242
188,582.649348845796,475.0,485,111.92371134020618,76.0,485,0.7523015125048637,0.7608664114554633,485,65267.91476285751,24465.0,485,30.529675336082384,30.461786,485,-88.51489898556679,-88.52901,485
189,702.8003828311429,646.96,352,116.27556818181819,85.5,352,0.756077710005324,0.7650507551995023,352,88296.19204531821,39013.275000045,352,33.88583646590912,33.850218,352,-79.19998730113606,-79.03226,352
190,636.0989816118938,544.5625,961,95.63995837669094,62.0,961,0.7772016088457977,0.7706245502675624,961,59272.320978174845,25556.99999985,961,38.57691350780438,38.551106,961,-121.39122834547369,-121.45996000000001,961
191,699.9044594088657,599.58469871,1488,99.94825268817205,70.0,1488,0.7508865543642866,0.7615487170799539,1488,69330.38052428557,32672.37499997,1488,41.95804438104783,41.920228,1488,-88.14802003427451,-88.11963,1488
192,526.6595201906429,439.0,957,101.67189132706375,63.0,957,0.7514211081849218,0.7593855439622473,957,52432.840167235496,25389.0,957,36.05098910240315,36.027482,957,-80.23520468129628,-80.20728000000001,957
193,691.4542782517109,591.36818182,1010,104.75841584158415,67.0,1010,0.7612331069237493,0.771077997495668,1010,77172.77086147072,35199.499999385,1010,39.715190345545054,39.687459000000004,1010,-84.1154243069311,-84.15595,1010
194,964.2504853334367,927.21428571,103,102.67961165048544,75.0,103,0.7527906519548919,0.7632316830368994,103,103189.15087354688,58348.0,103,35.3153680097087,35.204652,103,-101.90126456310689,-101.88353000000001,103
195,479.40310950178593,415.408,313,109.59424920127796,63.0,313,0.7347439129865102,0.7457380115605913,313,44592.124153337594,25218.0,313,41.72159733226823,41.602989,313,-93.6713949201276,-93.63237,313
196,506.350222179966,405.73809524,323,116.62229102167183,87.0,323,0.7465401997710228,0.7533379536429791,323,56817.86030961285,22211.000000250002,323,39.50935052631583,39.426551,323,-81.58790260061913,-81.53706,323
197,689.231543590764,554.14814815,791,103.53350189633376,76.0,791,0.7445587607538169,0.7537786505529587,791,71845.63543608761,32683.0,791,33.48367277623281,33.544622,791,-86.76519267509477,-86.80814000000001,791
198,935.3898280552831,826.47945205,1223,85.18315617334423,52.0,1223,0.7570184610148843,0.7660107794785448,1223,89908.78371208475,34344.0000009,1223,25.818184258381002,25.814225,1223,-80.26353214227316,-80.23607,1223
199,823.5428718263428,782.0,718,86.1866295264624,60.0,718,0.7659444467179208,0.7752113014133359,718,77939.80055714252,38983.499999880005,718,40.18073134958213,40.208945,718,-74.20831591922041,-74.17194,718
